"","County","Date","Population","Cases_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Current_Infections","Positive","New_Cases_Today","Recovered","Recovered_Since_Yesterday","Total_Deaths","New_Deaths_Today","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","Hospitalized","Hosp_Change_from_Yesterday","Ever_Hospitalized","New_Admits","New_Discharges_Deaths","Pct_Hospitalized","Vent","Ever_on_a_Vent","New_on_Vent","Pct_Vent"
"79","Arkansas_all_counties",2020-06-30,3017804,0.688480762832841,1.72310726607825,19.8024788886223,5976,20777,520,14531,465,270,5,14801,1.82420106749544,98.1757989325046,290,-10,1448,35,45,4.85274431057564,67,224,4,23.1034482758621
"80","Arkansas_all_counties",2020-06-29,3017804,0.671249690172059,1.45470017270837,19.6367954976533,5926,20257,439,14066,430,265,1,14331,1.84913823180518,98.1508617681948,300,17,1413,33,16,5.06243671954101,63,220,9,21
"81","Arkansas_all_counties",2020-06-28,3017804,0.656702688444975,1.68334325224567,19.6102861550982,5918,19818,508,13636,366,264,5,13900,1.89928057553957,98.1007194244604,283,5,1380,7,2,4.78202095302467,66,211,1,23.321554770318
"82","Arkansas_all_counties",2020-06-27,3017804,0.639869255922519,1.88879065704731,19.156313663843,5781,19310,570,13270,486,259,10,13529,1.91440609062015,98.0855939093799,278,-6,1373,36,42,4.80885659920429,63,210,2,22.6618705035971
"83","Arkansas_all_counties",2020-06-26,3017804,0.620981349352045,2.24666678154048,18.9111022452088,5707,18740,678,12784,657,249,7,13033,1.91053479628635,98.0894652037137,284,0,1337,37,37,4.97634483967058,63,208,5,22.1830985915493
"84","Arkansas_all_counties",2020-06-25,3017804,0.598514681536641,2.27648979191492,18.8647108957374,5693,18062,687,12127,559,242,2,12369,1.95650416363489,98.0434958363651,284,17,1300,55,38,4.98858246969963,66,203,9,23.2394366197183
"85","Arkansas_all_counties",2020-06-24,3017804,0.575749783617491,2.30962647010873,18.4471887504954,5567,17375,697,11568,348,240,3,11808,2.03252032520325,97.9674796747967,267,19,1245,31,12,4.7961199928148,58,194,5,21.7228464419476
"86","Arkansas_all_counties",2020-06-23,3017804,0.552653518916404,1.97163235253184,17.3006596849895,5221,16678,595,11220,427,237,10,11457,2.06860434668761,97.9313956533124,248,11,1214,26,15,4.75004788354721,57,189,3,22.9838709677419
"87","Arkansas_all_counties",2020-06-22,3017804,0.532937195391086,1.72973460171701,16.7771001695272,5063,16083,522,10793,337,227,2,11020,2.05989110707804,97.940108892922,237,-7,1188,24,31,4.68101915860162,61,186,0,25.7383966244726
"88","Arkansas_all_counties",2020-06-21,3017804,0.515639849373916,1.38842681632074,16.1706989585805,4880,15561,419,10456,374,225,1,10681,2.10654433105514,97.8934556689449,244,4,1164,12,8,5,62,186,NA,25.4098360655738
"89","Arkansas_all_counties",2020-06-20,3017804,0.501755581210708,1.69328425570382,16.0248975745277,4836,15142,511,10082,370,224,10,10306,2.17349117019212,97.8265088298079,240,9,1152,19,10,4.96277915632754,59,NA,NA,24.5833333333333
"90","Arkansas_all_counties",2020-06-19,3017804,0.48482273865367,2.32950847702502,15.5908070901888,4705,14631,703,9712,336,214,6,9926,2.15595406004433,97.8440459399557,231,5,1133,33,28,4.90967056323061,57,NA,NA,24.6753246753247
"91","Arkansas_all_counties",2020-06-18,3017804,0.46152765388342,1.06700103784076,14.3945730073921,4344,13928,322,9376,380,208,11,9584,2.17028380634391,97.8297161936561,226,9,1100,26,17,5.20257826887661,53,NA,NA,23.4513274336283
"92","Arkansas_all_counties",2020-06-17,3017804,0.450857643505012,1.37517214504322,14.6232160869294,4413,13606,415,8996,331,197,9,9193,2.1429348417274,97.8570651582726,217,3,1074,22,19,4.91728982551552,53,NA,NA,24.4239631336406
"93","Arkansas_all_counties",2020-06-16,3017804,0.43710592205458,0.907944982510461,14.3746910004758,4338,13191,274,8665,313,188,6,8853,2.12357392974133,97.8764260702587,214,8,1052,26,18,4.93314891655141,45,NA,NA,21.0280373831776
"94","Arkansas_all_counties",2020-06-15,3017804,0.428026472229475,1.3784858128626,14.523806052348,4383,12917,416,8352,242,182,3,8534,2.13264588704008,97.8673541129599,206,5,1026,23,18,4.69997718457677,45,NA,NA,21.8446601941748
"95","Arkansas_all_counties",2020-06-14,3017804,0.41424161410085,1.34534913466879,13.9571688552338,4212,12501,406,8110,247,179,2,8289,2.15948847870672,97.8405115212933,201,-3,1003,5,8,4.77207977207977,45,NA,NA,22.3880597014925
"96","Arkansas_all_counties",2020-06-13,3017804,0.400788122754162,1.81588996502092,13.436923007591,4055,12095,548,7863,256,177,1,8040,2.20149253731343,97.7985074626866,204,1,998,19,18,5.0308261405672,46,NA,NA,22.5490196078431
"97","Arkansas_all_counties",2020-06-12,3017804,0.382629223103952,2.42229117596769,12.472645672151,3764,11547,731,7607,256,176,5,7783,2.26133881536683,97.7386611846332,203,16,979,18,2,5.39319872476089,49,NA,NA,24.1379310344828
"98","Arkansas_all_counties",2020-06-11,3017804,0.358406311344275,1.4845231830828,10.9152217970418,3294,10816,448,7351,235,171,6,7522,2.27333156075512,97.7266684392449,187,6,961,36,30,5.67698846387371,45,NA,NA,24.0641711229947
"99","Arkansas_all_counties",2020-06-10,3017804,0.343561079513447,0.954336331981799,10.2292925584299,3087,10368,288,7116,241,165,4,7281,2.26617222908941,97.7338277709106,181,8,925,24,16,5.86329770003239,49,NA,NA,27.0718232044199
"100","Arkansas_all_counties",2020-06-09,3017804,0.33401771619363,1.12664705858962,10.0868048421965,3044,10080,340,6875,245,161,6,7036,2.28823194997157,97.7117680500284,173,2,901,36,34,5.68331143232589,44,NA,NA,25.4335260115607
"101","Arkansas_all_counties",2020-06-08,3017804,0.322751245607733,1.04049169528571,9.79188840627158,2955,9740,314,6630,206,155,1,6785,2.28445099484156,97.7155490051584,171,26,865,21,-5,5.78680203045685,46,NA,NA,26.9005847953216
"102","Arkansas_all_counties",2020-06-07,3017804,0.312346328654876,1.0769420412989,9.43732594959779,2848,9426,325,6424,158,154,0,6578,2.34113712374582,97.6588628762542,145,-9,844,6,15,5.09129213483146,35,NA,NA,24.1379310344828
"103","Arkansas_all_counties",2020-06-06,3017804,0.301576908241887,1.49115051872156,8.88394342376112,2681,9101,450,6266,189,154,2,6420,2.398753894081,97.601246105919,154,7,838,31,24,5.74412532637076,36,NA,NA,23.3766233766234
"104","Arkansas_all_counties",2020-06-05,3017804,0.286665403054672,0.748888927180161,8.02570345854138,2422,8651,226,6077,158,152,1,6229,2.44019906887141,97.5598009311286,147,10,807,15,5,6.06936416184971,35,NA,NA,23.8095238095238
"105","Arkansas_all_counties",2020-06-04,3017804,0.27917651378287,1.18629307933849,7.80368771464283,2355,8425,358,5919,202,151,9,6070,2.48764415156507,97.5123558484349,137,-1,792,35,36,5.81740976645435,32,NA,NA,23.3576642335766
"106","Arkansas_all_counties",2020-06-03,3017804,0.267313582989485,0.82510328702593,7.31657854519379,2208,8067,249,5717,150,142,6,5859,2.42362177846049,97.5763782215395,138,6,757,26,20,6.25,30,NA,NA,21.7391304347826
"107","Arkansas_all_counties",2020-06-02,3017804,0.259062550119226,1.24262543226797,7.00840743799133,2115,7818,375,5567,166,136,3,5703,2.38470980185867,97.6152901981413,132,11,731,13,2,6.24113475177305,31,NA,NA,23.4848484848485
"108","Arkansas_all_counties",2020-06-01,3017804,0.246636295796546,0.629596885682437,6.3257918671988,1909,7443,190,5401,126,133,0,5534,2.40332490061438,97.5966750993856,121,6,718,7,1,6.33839706652698,26,NA,NA,21.4876033057851
"109","Arkansas_all_counties",2020-05-31,3017804,0.240340326939722,0.795280276651499,6.1137171267584,1845,7253,240,5275,109,133,0,5408,2.45931952662722,97.5406804733728,115,11,711,9,-2,6.23306233062331,27,NA,NA,23.4782608695652
"110","Arkansas_all_counties",2020-05-30,3017804,0.232387524173207,0.782025605373974,5.67962664241946,1714,7013,236,5166,220,133,1,5299,2.50990752972259,97.4900924702774,104,-9,702,25,34,6.06767794632439,26,NA,NA,25
"111","Arkansas_all_counties",2020-05-29,3017804,0.224567268119467,0.791966608832118,5.62992162512874,1699,6777,239,4946,363,132,7,5078,2.59944860181174,97.4005513981883,113,9,677,10,1,6.65097115950559,24,NA,NA,21.2389380530973
"112","Arkansas_all_counties",2020-05-28,3017804,0.216647602031146,0.864867300858505,6.06401210946768,1830,6538,261,4583,159,125,5,4708,2.65505522514868,97.3449447748513,104,-4,667,27,31,5.68306010928962,27,NA,NA,25.9615384615385
"113","Arkansas_all_counties",2020-05-27,3017804,0.207998929022561,0.321425778479981,5.7425863309877,1733,6277,97,4424,92,120,1,4544,2.64084507042254,97.3591549295775,108,1,640,13,12,6.23196768609348,22,NA,NA,20.3703703703704
"114","Arkansas_all_counties",2020-05-26,3017804,0.204784671237761,0.500363840726568,5.72933165971017,1729,6180,151,4332,83,119,2,4451,2.67355650415637,97.3264434958436,107,8,627,10,2,6.18854829381145,18,NA,NA,16.8224299065421
"115","Arkansas_all_counties",2020-05-25,3017804,0.199781032830495,0.354562456673793,5.51062958363101,1663,6029,107,4249,101,117,1,4366,2.67979844251031,97.3202015574897,99,7,617,12,5,5.95309681298858,17,NA,NA,17.1717171717172
"116","Arkansas_all_counties",2020-05-24,3017804,0.196235408263757,0.487109169449043,5.4940612445341,1658,5922,147,4148,52,116,1,4264,2.72045028142589,97.2795497185741,92,6,605,7,1,5.54885404101327,17,NA,NA,18.4782608695652
"117","Arkansas_all_counties",2020-05-23,3017804,0.191364316569267,0.540127854559143,5.18257646951227,1564,5775,163,4096,67,115,2,4211,2.73094276893849,97.2690572310615,86,5,598,8,3,5.49872122762148,17,NA,NA,19.7674418604651
"118","Arkansas_all_counties",2020-05-22,3017804,0.185963038023676,0.510304844184712,4.87109169449043,1470,5612,154,4029,114,113,3,4142,2.72815065185901,97.271849348141,81,-5,590,6,11,5.51020408163265,14,NA,NA,17.2839506172839
"119","Arkansas_all_counties",2020-05-21,3017804,0.180859989581828,1.50771885781847,4.74848598517332,1433,5458,455,3915,63,110,3,4025,2.73291925465838,97.2670807453416,86,7,584,16,9,6.00139567341242,14,NA,NA,16.2790697674419
"120","Arkansas_all_counties",2020-05-20,3017804,0.165782801003644,0.2650934255505,3.45946920343402,1044,5003,80,3852,113,107,5,3959,2.7027027027027,97.2972972972973,79,1,568,12,11,7.56704980842912,16,NA,NA,20.253164556962
"121","Arkansas_all_counties",2020-05-19,3017804,0.163131866748139,0.364503460131937,3.58538858057051,1082,4923,110,3739,94,102,2,3841,2.65555844832075,97.3444415516793,78,1,556,21,20,7.20887245841035,14,NA,NA,17.9487179487179
"122","Arkansas_all_counties",2020-05-18,3017804,0.159486832146819,0.178938062246587,3.53899723109917,1068,4813,54,3645,55,100,2,3745,2.67022696929239,97.3297730307076,77,12,535,5,-7,7.20973782771536,12,NA,NA,15.5844155844156
"123","Arkansas_all_counties",2020-05-17,3017804,0.157697451524353,0.599773875308005,3.54893823455731,1071,4759,181,3590,118,98,0,3688,2.65726681127983,97.3427331887202,65,0,530,2,2,6.06909430438842,10,NA,NA,15.3846153846154
"124","Arkansas_all_counties",2020-05-16,3017804,0.151699712771273,0.381071799228843,3.3401771619363,1008,4578,115,3472,82,98,0,3570,2.74509803921569,97.2549019607843,65,0,528,8,8,6.4484126984127,10,NA,NA,15.3846153846154
"125","Arkansas_all_counties",2020-05-15,3017804,0.147888994778985,0.321425778479981,3.23082612389671,975,4463,97,3390,113,98,0,3488,2.80963302752294,97.1903669724771,65,-4,520,5,9,6.66666666666667,9,NA,NA,13.8461538461538
"126","Arkansas_all_counties",2020-05-14,3017804,0.144674736994185,0.430776816519562,3.28384480900681,991,4366,130,3277,0,98,1,3375,2.9037037037037,97.0962962962963,69,5,515,6,1,6.96266397578204,10,NA,NA,14.4927536231884
"127","Arkansas_all_counties",2020-05-13,3017804,0.14036696882899,0.23858408299545,2.85638166030663,862,4236,72,3277,57,97,2,3374,2.87492590397155,97.1250740960285,64,5,509,12,7,7.4245939675174,13,NA,NA,20.3125
"128","Arkansas_all_counties",2020-05-12,3017804,0.137981127999035,0.400953806145131,2.81330397865468,849,4164,121,3220,71,95,1,3315,2.8657616892911,97.1342383107089,59,-2,497,12,14,6.94935217903416,12,NA,NA,20.3389830508475
"129","Arkansas_all_counties",2020-05-11,3017804,0.133971589937584,0.102723702400819,2.650934255505,800,4043,31,3149,37,94,3,3243,2.89855072463768,97.1014492753623,61,-14,485,3,17,7.625,11,NA,NA,18.0327868852459
"130","Arkansas_all_counties",2020-05-10,3017804,0.132944352913576,0.0927826989426749,2.68075726587943,809,4012,28,3112,55,91,1,3203,2.84108648142367,97.1589135185763,75,11,482,2,-9,9.27070457354759,3,NA,NA,4
"131","Arkansas_all_counties",2020-05-09,3017804,0.132016525924149,0.785339273193355,2.7735399648221,837,3984,237,3057,89,90,2,3147,2.85986653956149,97.1401334604385,64,0,480,9,9,7.64635603345281,13,NA,NA,20.3125
"132","Arkansas_all_counties",2020-05-08,3017804,0.124163133192215,0.271720761189262,2.28974446319244,691,3747,82,2968,101,88,0,3056,2.87958115183246,97.1204188481675,64,-6,471,5,11,9.26193921852388,14,NA,NA,21.875
"133","Arkansas_all_counties",2020-05-07,3017804,0.121445925580323,0.321425778479981,2.35270415176068,710,3665,97,2867,758,88,3,2955,2.97800338409475,97.0219966159053,70,1,466,8,7,9.85915492957746,14,NA,NA,20
"134","Arkansas_all_counties",2020-05-06,3017804,0.118231667795523,0.23858408299545,4.55297958382983,1374,3568,72,2109,59,85,3,2194,3.87420237010027,96.1257976298997,69,-20,458,9,29,5.02183406113537,14,NA,NA,20.2898550724638
"135","Arkansas_all_counties",2020-05-05,3017804,0.115845826965568,0.125919377136487,4.51984290563602,1364,3496,38,2050,34,82,2,2132,3.84615384615385,96.1538461538462,89,-2,449,4,6,6.52492668621701,16,NA,NA,17.9775280898876
"136","Arkansas_all_counties",2020-05-04,3017804,0.114586633194203,0.0894690311232936,4.51321556999726,1362,3458,27,2016,17,80,4,2096,3.81679389312977,96.1832061068702,91,-9,445,11,20,6.68135095447871,16,NA,NA,17.5824175824176
"137","Arkansas_all_counties",2020-05-03,3017804,0.113691942882971,0.195506401343493,4.49333356308097,1356,3431,59,1999,12,76,3,2075,3.66265060240964,96.3373493975904,100,0,434,7,7,7.37463126843658,22,NA,NA,22
"138","Arkansas_all_counties",2020-05-02,3017804,0.111736878869536,0.168997058788444,4.34753217902819,1312,3372,51,1987,14,73,9,2060,3.54368932038835,96.4563106796116,100,5,427,13,8,7.6219512195122,20,NA,NA,20
"139","Arkansas_all_counties",2020-05-01,3017804,0.110046908281651,0.218702076079162,4.25474948008552,1284,3321,66,1973,668,64,4,2037,3.14187530682376,96.8581246931762,95,0,414,NA,NA,7.398753894081,23,NA,NA,24.2105263157895
"140","Arkansas_all_counties",2020-04-30,3017804,0.10785988752086,0.208761072621018,6.26283217863055,1890,3255,63,1305,56,60,1,1365,4.3956043956044,95.6043956043956,95,2,NA,NA,NA,5.02645502645503,23,NA,NA,24.2105263157895
"141","Arkansas_all_counties",2020-04-29,3017804,0.105772276794649,0.268407093369881,6.24295017171427,1884,3192,81,1249,103,59,8,1308,4.51070336391437,95.4892966360856,93,-11,NA,NA,NA,4.93630573248408,18,NA,NA,19.3548387096774
"142","Arkansas_all_counties",2020-04-28,3017804,0.103088205860951,0.311484775021837,6.3423602062957,1914,3111,94,1146,159,51,2,1197,4.26065162907268,95.7393483709273,104,-5,NA,NA,NA,5.43364681295716,20,NA,NA,19.2307692307692
"143","Arkansas_all_counties",2020-04-27,3017804,0.0999733581107322,0.251838754272975,6.56437595019425,1981,3017,76,987,2,49,0,1036,4.72972972972973,95.2702702702703,109,2,NA,NA,NA,5.5022715800101,25,NA,NA,22.9357798165138
"144","Arkansas_all_counties",2020-04-26,3017804,0.0974549705680024,0.367817127951318,6.31916453156004,1907,2941,111,985,15,49,0,1034,4.73887814313346,95.2611218568665,107,3,NA,NA,NA,5.61090718405873,24,NA,NA,22.4299065420561
"145","Arkansas_all_counties",2020-04-25,3017804,0.0937767992884892,0.294916435924931,6.00105242089944,1811,2830,89,970,38,49,3,1019,4.80863591756624,95.1913640824338,104,0,NA,NA,NA,5.74268360022087,22,NA,NA,21.1538461538462
"146","Arkansas_all_counties",2020-04-24,3017804,0.0908276349292399,0.914572318149224,5.84199636556914,1763,2741,276,932,30,46,1,978,4.70347648261759,95.2965235173824,104,3,NA,NA,NA,5.89903573454339,25,NA,NA,24.0384615384615
"147","Arkansas_all_counties",2020-04-23,3017804,0.0816819117477477,0.626283217863055,5.03014774982073,1518,2465,189,902,39,45,3,947,4.75184794086589,95.2481520591341,101,4,NA,NA,NA,6.65349143610013,24,NA,NA,23.7623762376238
"148","Arkansas_all_counties",2020-04-22,3017804,0.0754190795691171,0.162369723149681,4.54303858037169,1371,2276,49,863,14,42,0,905,4.64088397790055,95.3591160220994,97,11,NA,NA,NA,7.07512764405543,23,NA,NA,23.7113402061856
"149","Arkansas_all_counties",2020-04-21,3017804,0.0737953823376203,1.0073550170919,4.42706020669334,1336,2227,304,849,100,42,0,891,4.71380471380471,95.2861952861953,86,-7,NA,NA,NA,6.43712574850299,27,NA,NA,31.3953488372093
"150","Arkansas_all_counties",2020-04-20,3017804,0.0637218321667014,0.470540830352137,3.75107197153957,1132,1923,142,749,28,42,2,791,5.30973451327434,94.6902654867257,93,5,NA,NA,NA,8.21554770318021,24,NA,NA,25.8064516129032
"151","Arkansas_all_counties",2020-04-19,3017804,0.05901642386318,0.139174048414012,3.37994117576887,1020,1781,42,721,18,40,2,761,5.25624178712221,94.7437582128778,88,-5,NA,NA,NA,8.62745098039216,25,NA,NA,28.4090909090909
"152","Arkansas_all_counties",2020-04-18,3017804,0.0576246833790399,0.145801384052775,3.30704048374248,998,1739,44,703,0,38,0,741,5.12820512820513,94.8717948717949,93,0,NA,NA,NA,9.3186372745491,23,NA,NA,24.7311827956989
"153","Arkansas_all_counties",2020-04-17,3017804,0.0561666695385121,0.248525086453593,3.16123909968971,954,1695,75,703,155,38,1,741,5.12820512820513,94.8717948717949,93,8,NA,NA,NA,9.74842767295597,23,NA,NA,24.7311827956989
"154","Arkansas_all_counties",2020-04-16,3017804,0.0536814186739762,0.168997058788444,3.42964619305959,1035,1620,51,548,59,37,4,585,6.32478632478632,93.6752136752137,85,2,NA,NA,NA,8.21256038647343,21,NA,NA,24.7058823529412
"155","Arkansas_all_counties",2020-04-15,3017804,0.0519914480860917,0.235270415176068,3.46941020689216,1047,1569,71,489,45,33,1,522,6.32183908045977,93.6781609195402,83,2,NA,NA,NA,7.92741165234002,26,NA,NA,31.3253012048193
"156","Arkansas_all_counties",2020-04-14,3017804,0.0496387439343311,0.29160276810555,3.38656851140763,1022,1498,88,444,53,32,2,476,6.72268907563025,93.2773109243697,81,7,NA,NA,NA,7.92563600782779,29,NA,NA,35.8024691358025
"157","Arkansas_all_counties",2020-04-13,3017804,0.0467227162532756,0.430776816519562,3.27721747336805,989,1410,130,391,24,30,3,421,7.12589073634204,92.874109263658,74,-3,NA,NA,NA,7.48230535894843,28,NA,NA,37.8378378378378
"158","Arkansas_all_counties",2020-04-12,3017804,0.0424149480880799,0.178938062246587,2.93590968797178,886,1280,54,367,27,27,2,394,6.85279187817259,93.1472081218274,77,3,NA,NA,NA,8.69074492099323,29,NA,NA,37.6623376623377
"159","Arkansas_all_counties",2020-04-11,3017804,0.0406255674656141,0.182251730065969,2.85306799248725,861,1226,55,340,28,25,1,365,6.84931506849315,93.1506849315068,74,-12,NA,NA,NA,8.59465737514518,30,NA,NA,40.5405405405405
"160","Arkansas_all_counties",2020-04-10,3017804,0.0388030501649544,0.255152422092356,2.76691262918334,835,1171,77,312,59,24,3,336,7.14285714285714,92.8571428571429,86,13,NA,NA,NA,10.2994011976048,33,NA,NA,38.3720930232558
"161","Arkansas_all_counties",2020-04-09,3017804,0.0362515259440308,0.235270415176068,2.71720761189262,820,1094,71,253,45,21,3,274,7.66423357664234,92.3357664233577,73,-3,NA,NA,NA,8.90243902439024,31,NA,NA,42.4657534246575
